,ts,buyingPrice,buyingPricePer,buyingCompleted,buyingCompletedPer,sellingPrice,sellingPricePer,sellingCompleted,sellingCompletedPer,overallPrice,overallPricePer,overallCompleted,overallCompletedPer
32,1475064000,185910.0,-0.06480140045877097,23.0,6.666666666666667,183228.0,0.009259310261254662,26.0,0.18181818181818182,184487,0.0047435953293830605,49,0.96
33,1475078400,182552.0,-0.01806250336184175,128.0,4.565217391304348,183000.0,-0.0012443513000196477,39.0,0.5,182657,-0.009919398114772314,167,2.4081632653061225
34,1475092800,197230.0,0.08040448748849643,5.0,-0.9609375,183182.0,0.0009945355191256831,44.0,0.1282051282051282,184616,0.010725020119677867,49,-0.7065868263473054
35,1475107200,198777.0,0.00784363433554733,1.0,-0.8,183001.0,-0.000988088349291961,31.0,-0.29545454545454547,183494,-0.006077479741734194,32,-0.3469387755102041
36,1475121600,197488.0,-0.0064846536571132474,6.0,5.0,183685.0,0.0037376844935273577,23.0,-0.25806451612903225,186541,0.01660544758956696,29,-0.09375
37,1475136000,184578.0,-0.06537106052013286,10.0,0.6666666666666666,183000.0,-0.0037292103329068784,20.0,-0.13043478260869565,183526,-0.01616266665237133,30,0.034482758620689655
38,1475150400,198777.0,0.07692682768260573,2.0,-0.8,183000.0,0.0,27.0,0.35,184088,0.003062236413369223,29,-0.03333333333333333
39,1475164800,198777.0,0.0,13.0,5.5,183027.0,0.00014754098360655738,37.0,0.37037037037037035,187122,0.01648124809873539,50,0.7241379310344828
40,1475179200,186090.0,-0.06382529165849167,32.0,1.4615384615384615,180824.0,-0.012036475492686872,41.0,0.10810810810810811,183132,-0.02132298714207843,73,0.46
41,1475193600,180305.0,-0.03108710838841421,8.0,-0.75,172859.0,-0.04404835641286555,27.0,-0.34146341463414637,174561,-0.046802306532992596,35,-0.5205479452054794
42,1475208000,180129.0,-0.0009761237902443082,8.0,0.0,174570.0,0.00989824076270255,22.0,-0.18518518518518517,176053,0.008547155435635681,30,-0.14285714285714285
43,1475222400,179978.0,-0.0008382881157392758,7.0,-0.125,171707.0,-0.016400297874778026,13.0,-0.4090909090909091,174602,-0.008241836265215588,20,-0.3333333333333333
44,1475236800,182019.0,0.011340274922490526,51.0,6.285714285714286,181617.0,0.05771459521161047,30.0,1.3076923076923077,181870,0.04162609821193342,81,3.05
45,1475251200,184424.0,0.013212906344942012,33.0,-0.35294117647058826,182305.0,0.0037881916340430687,40.0,0.3333333333333333,183263,0.007659317094628031,73,-0.09876543209876543
46,1475265600,185120.0,0.0037739122890730055,20.0,-0.3939393939393939,182896.0,0.003241820026878034,49.0,0.225,183541,0.0015169455918543297,69,-0.0547945205479452
47,1475280000,216996.0,0.17219101123595507,5.0,-0.75,181948.0,-0.005183273554369696,29.0,-0.40816326530612246,187102,0.01940165957469993,34,-0.5072463768115942
48,1475294400,205039.0,-0.0551023982008885,5.0,0.0,175030.0,-0.03802185239738826,32.0,0.10344827586206896,179085,-0.04284828596166797,37,0.08823529411764706
49,1475308800,179931.0,-0.122454752510498,6.0,0.2,178579.0,0.02027652402445295,21.0,-0.34375,178879,-0.001150291760895664,27,-0.2702702702702703
50,1475323200,184999.0,0.02816635265740756,6.0,0.0,183616.0,0.028206004065427625,21.0,0.0,183923,0.02819783205407007,27,0.0
51,1475337600,181798.0,-0.01730279623133098,58.0,8.666666666666666,179618.0,-0.021773701638201463,55.0,1.619047619047619,180737,-0.017322466466945408,113,3.185185185185185
52,1475352000,181434.0,-0.0020022222466693804,17.0,-0.7068965517241379,171224.0,-0.04673251010477792,24.0,-0.5636363636363636,175457,-0.029213719382306887,41,-0.6371681415929203
53,1475366400,187863.0,0.03543437282978935,12.0,-0.29411764705882354,183432.0,0.07129841610989114,35.0,0.4583333333333333,184564,0.051904455222647146,47,0.14634146341463414
54,1475380800,166271.0,-0.11493481952273732,39.0,2.25,183165.0,-0.0014555802695276725,20.0,-0.42857142857142855,171998,-0.06808478359810147,59,0.2553191489361702
55,1475395200,190364.0,0.14490199734168918,6.0,-0.8461538461538461,182223.0,-0.005142903939071329,28.0,0.4,183659,0.06779729996860429,34,-0.423728813559322
56,1475409600,191017.0,0.0034302704292828476,13.0,1.1666666666666667,181909.0,-0.0017231633767416847,47.0,0.6785714285714286,183882,0.0012142067636217119,60,0.7647058823529411
57,1475424000,183757.0,-0.03800708837433318,77.0,4.923076923076923,182250.0,0.0018745636554541006,36.0,-0.23404255319148937,183277,-0.0032901534679849035,113,0.8833333333333333
58,1475438400,185129.0,0.007466382233057788,30.0,-0.6103896103896104,182117.0,-0.0007297668038408779,30.0,-0.16666666666666666,183623,0.0018878528129552534,60,-0.4690265486725664
59,1475452800,188170.0,0.01642638376483425,3.0,-0.9,182243.0,0.0006918629232855802,23.0,-0.23333333333333334,182927,-0.0037903748441099425,26,-0.5666666666666667
60,1475467200,179408.0,-0.04656427698357868,3.0,0.0,170926.0,-0.06209840707187656,24.0,0.043478260869565216,171868,-0.060455810241243774,27,0.038461538461538464
61,1475481600,161487.0,-0.09988963702844912,36.0,11.0,162099.0,-0.051642231140961586,15.0,-0.375,161667,-0.0593536900411944,51,0.8888888888888888
62,1475496000,181096.0,0.12142773102478838,11.0,-0.6944444444444444,178241.0,0.09958112017964331,30.0,1.0,179007,0.10725751080925607,41,-0.19607843137254902
63,1475510400,188751.0,0.04227039802093917,12.0,0.09090909090909091,183185.0,0.027737725887983122,46.0,0.5333333333333333,184337,0.029775371912830223,58,0.4146341463414634
64,1475524800,191474.0,0.01442641363489465,13.0,0.08333333333333333,182698.0,-0.0026585146163714277,39.0,-0.15217391304347827,184892,0.0030107900204516726,52,-0.10344827586206896
65,1475539200,183333.0,-0.04251752196120622,102.0,6.846153846153846,182861.0,0.0008921827277802713,26.0,-0.3333333333333333,183237,-0.008951171494710426,128,1.4615384615384615
66,1475553600,192678.0,0.05097281995058173,9.0,-0.9117647058823529,182510.0,-0.0019194907607417656,18.0,-0.3076923076923077,185900,0.014533091024192712,27,-0.7890625
67,1475568000,182831.0,-0.05110599030506856,108.0,11.0,182990.0,0.0026299928771026243,19.0,0.05555555555555555,182855,-0.016379774072081764,127,3.7037037037037037
68,1475582400,182510.0,-0.001755719763059875,10.0,-0.9074074074074074,179088.0,-0.021323569593966883,24.0,0.2631578947368421,180095,-0.015093926881955648,34,-0.7322834645669292
69,1475596800,185642.0,0.017160703523094626,46.0,3.6,179436.0,0.0019431787724470651,46.0,0.9166666666666666,182539,0.013570615508481635,92,1.7058823529411764
70,1475611200,185666.0,0.00012928108940864674,18.0,-0.6086956521739131,184704.0,0.029358657125660402,37.0,-0.1956521739130435,185019,0.013586137756862918,55,-0.40217391304347827
71,1475625600,184645.0,-0.005499122079432961,64.0,2.5555555555555554,185399.0,0.0037627772002772003,39.0,0.05405405405405406,184930,-0.0004810316778276826,103,0.8727272727272727
72,1475640000,197999.0,0.07232256492187712,2.0,-0.96875,184446.0,-0.0051402650499733004,30.0,-0.23076923076923078,185293,0.0019629048829286756,32,-0.6893203883495146
73,1475654400,197999.0,0.0,4.0,1.0,183047.0,-0.007584875790204179,17.0,-0.43333333333333335,185895,0.0032489084854797536,21,-0.34375
74,1475668800,186631.0,-0.0574144313860171,15.0,2.75,184720.0,0.009139729140603233,22.0,0.29411764705882354,185495,-0.0021517523333064365,37,0.7619047619047619
75,1475683200,185379.0,-0.006708424645423322,29.0,0.9333333333333333,182948.0,-0.009592897358163707,38.0,0.7272727272727273,184000,-0.008059516429014259,67,0.8108108108108109
76,1475697600,183969.0,-0.007606039519039373,89.0,2.0689655172413794,183000.0,0.00028423377134486304,36.0,-0.05263157894736842,183690,-0.0016847826086956522,125,0.8656716417910447
77,1475712000,191300.0,0.0398491050122575,5.0,-0.9438202247191011,183063.0,0.00034426229508196723,30.0,-0.16666666666666666,184240,0.0029941749686972618,35,-0.72
78,1475726400,190750.0,-0.002875065342394145,4.0,-0.2,183284.0,0.0012072346678465883,29.0,-0.03333333333333333,184189,-0.00027681285280069473,33,-0.05714285714285714
79,1475740800,183017.0,-0.04053997378768021,127.0,30.75,184656.0,0.007485650684184108,28.0,-0.034482758620689655,183313,-0.004755984342170271,155,3.696969696969697
80,1475755200,179074.0,-0.021544446690744574,6.0,-0.952755905511811,172022.0,-0.06841911446148514,19.0,-0.32142857142857145,173714,-0.052363989460649275,25,-0.8387096774193549
81,1475769600,165575.0,-0.07538224421189006,32.0,4.333333333333333,165961.0,-0.03523386543581635,25.0,0.3157894736842105,165744,-0.04588000967106854,57,1.28
82,1475784000,185332.0,0.11932356937943531,12.0,-0.625,182526.0,0.09981260657624381,38.0,0.52,183199,0.10531301283907712,50,-0.12280701754385964
83,1475798400,189997.0,0.02517104439600285,16.0,0.3333333333333333,183933.0,0.0077084908451398705,30.0,-0.21052631578947367,186042,0.015518643660718673,46,-0.08
84,1475812800,185504.0,-0.023647741806449577,5.0,-0.6875,179631.0,-0.02338895141165533,22.0,-0.26666666666666666,180719,-0.028611818836606788,27,-0.41304347826086957
85,1475827200,185998.0,0.0026630153527686736,5.0,0.0,175699.0,-0.02188931754541254,22.0,0.0,177606,-0.017225637592062817,27,0.0
86,1475841600,181606.0,-0.023613157130721835,10.0,1.0,170632.0,-0.028839094132579013,18.0,-0.18181818181818182,174551,-0.017200995461865026,28,0.037037037037037035
87,1475856000,165959.0,-0.08615904760855919,50.0,4.0,176027.0,0.031617750480566365,38.0,1.1111111111111112,170307,-0.024313810863300696,88,2.142857142857143
88,1475870400,185799.0,0.11954759910580325,5.0,-0.9,183174.0,0.04060172587159924,35.0,-0.07894736842105263,183502,0.07747773139095868,40,-0.5454545454545454
89,1475884800,187245.0,0.007782603781505821,3.0,-0.4,178630.0,-0.02480701409588697,22.0,-0.37142857142857144,179664,-0.02091530337544005,25,-0.375
90,1475899200,163306.0,-0.12784854068199417,22.0,6.333333333333333,166966.0,-0.06529698258971058,15.0,-0.3181818181818182,164790,-0.08278787069195832,37,0.48
91,1475913600,174307.0,0.06736433443964092,10.0,-0.5454545454545454,169267.0,0.013781248877016877,19.0,0.26666666666666666,171005,0.037714667152133015,29,-0.21621621621621623
92,1475928000,178392.0,0.023435662365825814,24.0,1.4,175575.0,0.03726656702133316,21.0,0.10526315789473684,177078,0.0355135814742259,45,0.5517241379310345
93,1475942400,181427.0,0.017013094757612448,117.0,3.875,169519.0,-0.0344923821728606,19.0,-0.09523809523809523,179763,0.015162809609324705,136,2.022222222222222
94,1475956800,185621.0,0.02311673565676553,23.0,-0.8034188034188035,182915.0,0.07902359027601626,50.0,1.631578947368421,183768,0.022279334457035095,73,-0.4632352941176471
95,1475971200,184264.0,-0.007310595245150064,17.0,-0.2608695652173913,184022.0,0.006051991362108083,40.0,-0.2,184095,0.001779417526446389,57,-0.2191780821917808
96,1475985600,187856.0,0.01949376980853558,7.0,-0.5882352941176471,182417.0,-0.008721783265044396,24.0,-0.4,183645,-0.0024443901246638962,31,-0.45614035087719296
97,1476000000,182961.0,-0.026057192743377908,107.0,14.285714285714286,179453.0,-0.016248485612634787,19.0,-0.20833333333333334,182432,-0.006605134907021699,126,3.064516129032258
98,1476014400,182981.0,0.0001093129136810577,42.0,-0.6074766355140186,182989.0,0.01970432369478359,55.0,1.894736842105263,182985,0.003031266444483424,97,-0.23015873015873015
99,1476028800,184262.0,0.007000726851421732,25.0,-0.40476190476190477,183442.0,0.002475558640136839,43.0,-0.21818181818181817,183743,0.004142416045031013,68,-0.29896907216494845
100,1476043200,183793.0,-0.002545288773594121,59.0,1.36,184134.0,0.0037723095038213715,70.0,0.627906976744186,183978,0.001278960286922495,129,0.8970588235294118
101,1476057600,185909.0,0.011512952071079965,12.0,-0.7966101694915254,183229.0,-0.004914898932299304,39.0,-0.44285714285714284,183860,-0.0006413810346889302,51,-0.6046511627906976
102,1476072000,186751.0,0.0045290975692408655,5.0,-0.5833333333333334,182919.0,-0.001691871919838017,34.0,-0.1282051282051282,183411,-0.002442075492222343,39,-0.23529411764705882
103,1476086400,189999.0,0.0173921424784874,1.0,-0.8,182986.0,0.00036628234355097066,23.0,-0.3235294117647059,183278,-0.0007251473466695018,24,-0.38461538461538464
104,1476100800,182966.0,-0.037015984294654185,139.0,138.0,183364.0,0.0020657318046189326,21.0,-0.08695652173913043,183018,-0.0014186099804668318,160,5.666666666666667
105,1476115200,184777.0,0.009898013838636687,11.0,-0.920863309352518,178422.0,-0.026951855326018192,25.0,0.19047619047619047,180364,-0.014501305882481505,36,-0.775
106,1476129600,184792.0,8.11789346076622e-05,35.0,2.1818181818181817,183382.0,0.027799262422795394,51.0,1.04,183956,0.01991528242886607,86,1.3888888888888888
107,1476144000,183756.0,-0.005606303303173297,79.0,1.2571428571428571,177831.0,-0.030270146470209727,28.0,-0.45098039215686275,182205,-0.00951858053012677,107,0.2441860465116279
108,1476158400,186474.0,0.01479135375171423,9.0,-0.8860759493670886,176450.0,-0.007765800113590994,20.0,-0.2857142857142857,179561,-0.014511127576081886,29,-0.7289719626168224
109,1476172800,186378.0,-0.0005148170790565977,10.0,0.1111111111111111,180545.0,0.023207707565882685,20.0,0.0,182489,0.016306436252861146,30,0.034482758620689655
110,1476187200,183663.0,-0.014567169944950584,72.0,6.2,182951.0,0.013326317538563793,40.0,1.0,183408,0.005035919973258662,112,2.7333333333333334
111,1476201600,183927.0,0.0014374152660034955,38.0,-0.4722222222222222,182908.0,-0.00023503561062798234,36.0,-0.1,183431,0.00012540347204047805,74,-0.3392857142857143
112,1476216000,186477.0,0.01386419612128725,11.0,-0.7105263157894737,183104.0,0.0010715769676558707,44.0,0.2222222222222222,183779,0.0018971711433727124,55,-0.25675675675675674
113,1476230400,189999.0,0.01888704773242813,6.0,-0.45454545454545453,183148.0,0.00024030059419783293,32.0,-0.2727272727272727,184230,0.0024540344653088764,38,-0.3090909090909091
114,1476244800,186499.0,-0.018421149584997815,2.0,-0.6666666666666666,182769.0,-0.0020693646668268287,22.0,-0.3125,183079,-0.0062476252510448894,24,-0.3684210526315789
115,1476259200,189999.0,0.018766856658748842,3.0,0.5,182758.0,-6.018526117667657e-05,17.0,-0.22727272727272727,183844,0.0041785240251476135,20,-0.16666666666666666
116,1476273600,190378.0,0.0019947473407754776,5.0,0.6666666666666666,182758.0,0.0,19.0,0.11764705882352941,184345,0.002725136528796153,24,0.2
117,1476288000,186117.0,-0.02238178781161689,23.0,3.6,183932.0,0.006423795401569289,42.0,1.2105263157894737,184705,0.001952860126393447,65,1.7083333333333333
118,1476302400,184665.0,-0.007801544189945034,58.0,1.5217391304347827,183784.0,-0.000804645194963356,42.0,0.0,184295,-0.0022197558268590455,100,0.5384615384615384
119,1476316800,186677.0,0.010895405193187664,28.0,-0.5172413793103449,182496.0,-0.007008227049144648,23.0,-0.4523809523809524,184791,0.002691337258200168,51,-0.49
120,1476331200,194988.0,0.04452074974421059,1.0,-0.9642857142857143,183010.0,0.0028165000876731543,17.0,-0.2608695652173913,183676,-0.006033843639571191,18,-0.6470588235294118
121,1476345600,182826.0,-0.06237306911194535,97.0,96.0,182888.0,-0.0006666302387847658,22.0,0.29411764705882354,182837,-0.004567825954397962,119,5.611111111111111
122,1476360000,189362.0,0.03574983864439412,4.0,-0.9587628865979382,182692.0,-0.0010716941516119155,27.0,0.22727272727272727,183552,0.003910587025602039,31,-0.7394957983193278
123,1476374400,185267.0,-0.021625246881634117,33.0,7.25,179924.0,-0.015151183412519432,44.0,0.6296296296296297,182214,-0.007289487447698745,77,1.4838709677419355
124,1476388800,185723.0,0.0024613125920968115,16.0,-0.5151515151515151,183252.0,0.01849669860607812,55.0,0.25,183809,0.008753443752949829,71,-0.07792207792207792
125,1476403200,184032.0,-0.009104957382768963,9.0,-0.4375,178361.0,-0.026690022482701418,21.0,-0.6181818181818182,180062,-0.02038529125342067,30,-0.5774647887323944
126,1476417600,175103.0,-0.04851873587202226,24.0,1.6666666666666667,163334.0,-0.08425048076653528,14.0,-0.3333333333333333,170767,-0.05162110828492408,38,0.26666666666666666
127,1476432000,181599.0,0.037098165079981496,22.0,-0.08333333333333333,162342.0,-0.006073444598185314,30.0,1.1428571428571428,170489,-0.0016279491939309118,52,0.3684210526315789
128,1476446400,187872.0,0.03454314175738853,18.0,-0.18181818181818182,181860.0,0.12022766751672395,29.0,-0.03333333333333333,184163,0.08020458797928312,47,-0.09615384615384616
129,1476460800,173607.0,-0.07592935615738375,107.0,4.944444444444445,182558.0,0.0038381172330364016,30.0,0.034482758620689655,175567,-0.04667604241894409,137,1.9148936170212767
130,1476475200,183947.0,0.05955981037630971,51.0,-0.5233644859813084,177275.0,-0.02893874823343814,24.0,-0.2,181812,0.035570465975952203,75,-0.45255474452554745
131,1476489600,177961.0,-0.03254198220139497,6.0,-0.8823529411764706,161421.0,-0.08943167395289804,19.0,-0.20833333333333334,165391,-0.09031857083140826,25,-0.6666666666666666
132,1476504000,180389.0,0.013643438730957906,52.0,7.666666666666667,183106.0,0.1343381592233972,38.0,1.0,181536,0.09761716175608104,90,2.6
133,1476518400,177303.0,-0.01710747329382612,7.0,-0.8653846153846154,173848.0,-0.05056087730604131,27.0,-0.2894736842105263,174559,-0.038433148246077915,34,-0.6222222222222222
134,1476532800,183872.0,0.03704957050924124,22.0,2.142857142857143,182456.0,0.04951451842989278,27.0,0.0,183092,0.04888318562778201,49,0.4411764705882353
135,1476547200,192106.0,0.04478115210581274,14.0,-0.36363636363636365,181663.0,-0.004346253343271803,43.0,0.5925925925925926,184228,0.006204531055425688,57,0.16326530612244897
136,1476561600,183473.0,-0.044938731741850854,78.0,4.571428571428571,182904.0,0.006831330540616416,45.0,0.046511627906976744,183265,-0.005227218446707341,123,1.1578947368421053
137,1476576000,193878.0,0.05671134172330534,8.0,-0.8974358974358975,182933.0,0.00015855312076280454,42.0,-0.06666666666666667,184684,0.007742885984776144,50,-0.5934959349593496
138,1476590400,194061.0,0.0009438925509856714,7.0,-0.125,183256.0,0.0017656737712714492,26.0,-0.38095238095238093,185548,0.004678261246236815,33,-0.34
139,1476604800,183218.0,-0.055874183890632326,122.0,16.428571428571427,182583.0,-0.00367245820055005,24.0,-0.07692307692307693,183113,-0.01312328885248022,146,3.4242424242424243
140,1476619200,185084.0,0.010184588850440459,18.0,-0.8524590163934426,180334.0,-0.012317685655291018,27.0,0.125,182234,-0.004800314559861943,45,-0.6917808219178082
141,1476633600,175069.0,-0.05411056601326965,20.0,0.1111111111111111,167077.0,-0.0735135914469817,34.0,0.25925925925925924,170037,-0.06693043010634679,54,0.2
142,1476648000,169841.0,-0.029862511352666665,63.0,2.15,170744.0,0.021947964112355382,41.0,0.20588235294117646,170197,0.0009409716708716338,104,0.9259259259259259
143,1476662400,182101.0,0.07218516141567702,30.0,-0.5238095238095238,180961.0,0.05983812022677224,29.0,-0.2926829268292683,181541,0.06665217365758504,59,-0.4326923076923077
144,1476676800,172908.0,-0.05048297373435621,11.0,-0.6333333333333333,182830.0,0.010328192262421185,37.0,0.27586206896551724,180556,-0.005425771588787106,48,-0.1864406779661017
145,1476691200,182396.0,0.05487311171258704,77.0,6.0,182247.0,-0.003188754580758081,23.0,-0.3783783783783784,182361,0.009996898469173,100,1.0833333333333333
146,1476705600,183332.0,0.005131691484462379,50.0,-0.35064935064935066,182865.0,0.0033910023210258606,27.0,0.17391304347826086,183169,0.004430771930401785,77,-0.23
147,1476720000,183305.0,-0.00014727379835489712,62.0,0.24,183393.0,0.002887375933065376,49.0,0.8148148148148148,183344,0.0009554018420147514,111,0.44155844155844154
148,1476734400,189363.0,0.03304874389678405,11.0,-0.8225806451612904,182945.0,-0.0024428413298217488,36.0,-0.2653061224489796,184447,0.006016013613753381,47,-0.5765765765765766
149,1476748800,185357.0,-0.021155135903001113,48.0,3.3636363636363638,183108.0,0.000890978162835825,33.0,-0.08333333333333333,184441,-3.252966976963572e-05,81,0.723404255319149
150,1476763200,185043.0,-0.0016940282805612953,20.0,-0.5833333333333334,182317.0,-0.004319854948991852,24.0,-0.2727272727272727,183556,-0.004798282377562473,44,-0.4567901234567901
151,1476777600,184843.0,-0.0010808298611674043,17.0,-0.15,183899.0,0.008677194117937439,14.0,-0.4166666666666667,184417,0.004690666608555427,31,-0.29545454545454547
152,1476792000,183201.0,-0.008883214403574926,38.0,1.2352941176470589,182243.0,-0.009004942930630401,35.0,1.5,182742,-0.009082676759734731,73,1.3548387096774193
153,1476806400,190809.0,0.04152815759739303,8.0,-0.7894736842105263,182769.0,0.0028862562622432686,39.0,0.11428571428571428,184137,0.007633713103719999,47,-0.3561643835616438
154,1476820800,184150.0,-0.03489877311866841,79.0,8.875,183639.0,0.004760107020337147,57.0,0.46153846153846156,183936,-0.0010915785529252676,136,1.8936170212765957
155,1476835200,185205.0,0.0057290252511539505,18.0,-0.7721518987341772,182702.0,-0.005102401995218881,40.0,-0.2982456140350877,183479,-0.0024845598469032705,58,-0.5735294117647058
156,1476849600,184203.0,-0.005410221106341621,6.0,-0.6666666666666666,179246.0,-0.01891604908539589,25.0,-0.375,180205,-0.01784400394595567,31,-0.46551724137931033
157,1476864000,182907.0,-0.007035716030683539,35.0,4.833333333333333,183207.0,0.022098122133827253,26.0,0.04,183035,0.015704336727615772,61,0.967741935483871
158,1476878400,182912.0,2.733629658788346e-05,69.0,0.9714285714285714,182918.0,-0.0015774506432614474,34.0,0.3076923076923077,182914,-0.0006610757505395143,103,0.6885245901639344
159,1476892800,183185.0,0.0014925209937018894,44.0,-0.36231884057971014,182418.0,-0.002733465268590297,41.0,0.20588235294117646,182815,-0.0005412379588221787,85,-0.17475728155339806
160,1476907200,182480.0,-0.003848568387149603,25.0,-0.4318181818181818,180271.0,-0.01176967185255841,44.0,0.07317073170731707,181071,-0.009539698602412276,69,-0.18823529411764706
161,1476921600,186437.0,0.02168456817185445,10.0,-0.6,183105.0,0.015720775942885987,38.0,-0.13636363636363635,183799,0.015065913370998116,48,-0.30434782608695654
162,1476936000,,,,,179721.0,-0.018481199311870238,11.0,-0.7105263157894737,179721,-0.022187280670732702,11,-0.7708333333333334
163,1476950400,185895.0,,3.0,,178671.0,-0.0058423890363396595,9.0,-0.18181818181818182,180477,0.004206520106164555,12,0.09090909090909091
164,1476964800,185236.0,-0.003545011969122354,15.0,4.0,182861.0,0.023450923764908687,25.0,1.7777777777777777,183752,0.018146356599455887,40,2.3333333333333335
